Year,Series,Ministry,Department,Value
2013,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,60
2013,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",3
2013,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,9
2013,Actual Spent,Ministry of Health,Department of Health,498
2013,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,194
2013,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,5
2013,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,7
2013,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,204
2013,Actual Spent,Ministry of Internal Affairs,Electoral Office,1
2013,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,6
2013,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,81
2013,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,24
2013,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,6
2013,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,4
2013,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,4
2013,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,56
2013,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,3
2013,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,1
2013,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,1
2013,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,1
2013,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,15
2013,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,30
2013,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,8
2013,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,34
2013,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,132
2014,Actual Spent,Constitutional Agencies,Judiciary,0
2014,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,9
2014,Actual Spent,Constitutional Agencies,National Audit Office,6
2014,Actual Spent,Constitutional Agencies,Parliament,7
2014,Actual Spent,Constitutional Agencies,Public Service Commission,1
2014,Actual Spent,Constitutional Agencies,State Law Office,0
2014,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,25
2014,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,13
2014,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,40
2014,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,2
2014,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,5
2014,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,243
2014,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,15
2014,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,0
2014,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,184
2014,Actual Spent,Ministry of Education & Training,Director General Directorate,265
2014,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,26
2014,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,86
2014,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,4
2014,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,9
2014,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,23
2014,Actual Spent,Ministry of Health,Department of Health,206
2014,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,192
2014,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,44
2014,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,7
2014,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,16
2014,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,0
2014,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,2
2014,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,13
2014,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,1
2014,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,4
2014,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,0
2014,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,3
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,2
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,23
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,6
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,1
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,3
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,6
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,0
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,31
2014,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,20
2014,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,11
2014,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,90
2014,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,741
2015,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,2
2015,Actual Spent,Constitutional Agencies,National Audit Office,5
2015,Actual Spent,Constitutional Agencies,Parliament,0
2015,Actual Spent,Constitutional Agencies,Public Prosecutor,7
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",23
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,15
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,138
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,2
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",2
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,65
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,10
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,3
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,326
2015,Actual Spent,Ministry of Education & Training,Director General Directorate,348
2015,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,16
2015,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,1004
2015,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,0
2015,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,16
2015,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,20
2015,Actual Spent,Ministry of Health,Department of Health,225
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,9
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,6983
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,55
2015,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,22
2015,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,21
2015,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,22
2015,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,5
2015,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,11
2015,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,2
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,1
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,21
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,0
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,0
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,69
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,3
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,100
2015,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,40
2015,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,50
2015,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,26
2015,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,39
2015,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,2444
2016,Actual Spent,Constitutional Agencies,Judiciary,0
2016,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,17
2016,Actual Spent,Constitutional Agencies,National Audit Office,4
2016,Actual Spent,Constitutional Agencies,Parliament,0
2016,Actual Spent,Constitutional Agencies,President of the Republic,14
2016,Actual Spent,Constitutional Agencies,Public Prosecutor,6
2016,Actual Spent,Constitutional Agencies,Public Service Commission,1
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",34
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,17
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,3
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,171
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,5
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,37
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",5
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,284
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,12
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,13
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,473
2016,Actual Spent,Ministry of Education & Training,Director General Directorate,373
2016,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,40
2016,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,1181
2016,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,2
2016,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,38
2016,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,3
2016,Actual Spent,Ministry of Health,Department of Health,418
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,10
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,2039
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,10
2016,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,22
2016,Actual Spent,Ministry of Internal Affairs,Department of Immigration,11
2016,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,2
2016,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,0
2016,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,3
2016,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,105
2016,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,11
2016,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,0
2016,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,113
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,0
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,11
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,252
2016,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,77
2016,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,51
2016,Actual Spent,Prime Ministers Ministry,Language Services Department,1
2016,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,62
2016,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,16
2016,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,5609
2017,Actual Spent,Constitutional Agencies,Judiciary,29
2017,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,7
2017,Actual Spent,Constitutional Agencies,National Audit Office,5
2017,Actual Spent,Constitutional Agencies,Office of the Ombudsman,1
2017,Actual Spent,Constitutional Agencies,President of the Republic,6
2017,Actual Spent,Constitutional Agencies,Public Prosecutor,27
2017,Actual Spent,Constitutional Agencies,Public Service Commission,18
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",45
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,62
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,12
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,128
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,18
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,24
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",5
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,221
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,22
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,2
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,27
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,395
2017,Actual Spent,Ministry of Education & Training,Director General Directorate,616
2017,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,2
2017,Actual Spent,Ministry of Education & Training,Education Service Directorate,58
2017,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,7
2017,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,39
2017,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,74
2017,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,1352
2017,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,12
2017,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,3
2017,Actual Spent,Ministry of Health,Department of Health,515
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,17
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,0
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,1840
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,25
2017,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,8
2017,Actual Spent,Ministry of Internal Affairs,Department of Immigration,6
2017,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,0
2017,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,111
2017,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,8
2017,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,1
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,86
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,0
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,5
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,211
2017,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,741
2017,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,41
2017,Actual Spent,Prime Ministers Ministry,Language Services Department,0
2017,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,119
2017,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,5536
2018,Actual Spent,Constitutional Agencies,Judiciary,3
2018,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,0
2018,Actual Spent,Constitutional Agencies,Office of the Ombudsman,0
2018,Actual Spent,Constitutional Agencies,Parliament,1
2018,Actual Spent,Constitutional Agencies,President of the Republic,1
2018,Actual Spent,Constitutional Agencies,Public Prosecutor,4
2018,Actual Spent,Constitutional Agencies,Public Service Commission,17
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",9
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,4
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,11
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,83
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,9
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",1
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,186
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,34
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,9
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,62
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,263
2018,Actual Spent,Ministry of Education & Training,Director General Directorate,275
2018,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,7
2018,Actual Spent,Ministry of Education & Training,Education Service Directorate,227
2018,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,2
2018,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,1
2018,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,28
2018,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,1967
2018,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,3
2018,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,12
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",3
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,74
2018,Actual Spent,Ministry of Health,Department of Health,400
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,2055
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,53
2018,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,11
2018,Actual Spent,Ministry of Internal Affairs,Department of Immigration,2
2018,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,36
2018,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,11
2018,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,2
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,116
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,4
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,232
2018,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,16
2018,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,61
2018,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,76
2018,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,4907
2019,Actual Spent,Constitutional Agencies,Judiciary,6
2019,Actual Spent,Constitutional Agencies,National Audit Office,14
2019,Actual Spent,Constitutional Agencies,Parliament,12
2019,Actual Spent,Constitutional Agencies,Public Service Commission,0
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",5
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,14
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,21
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,123
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,5
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,8
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,17
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,398
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,30
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,7
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,8
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,422
2019,Actual Spent,Ministry of Education & Training,Director General Directorate,561
2019,Actual Spent,Ministry of Education & Training,Education Service Directorate,293
2019,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,1
2019,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,15
2019,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,13
2019,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,90
2019,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,271
2019,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,95
2019,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,80
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",3
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,25
2019,Actual Spent,Ministry of Health,Department of Health,392
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,4268
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,29
2019,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,7
2019,Actual Spent,Ministry of Internal Affairs,Department of Immigration,2
2019,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,27
2019,Actual Spent,Ministry of Internal Affairs,Electoral Office,46
2019,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,-1
2019,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,6
2019,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,6
2019,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,13
2019,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,3
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,176
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,0
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,19
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,259
2019,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,13
2019,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,44
2019,Actual Spent,Prime Ministers Ministry,Language Services Department,1
2019,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,39
2019,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,5299
2020,Actual Spent,Constitutional Agencies,National Audit Office,6
2020,Actual Spent,Constitutional Agencies,Office of the Ombudsman,7
2020,Actual Spent,Constitutional Agencies,Public Prosecutor,20
2020,Actual Spent,Constitutional Agencies,Public Service Commission,0
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",0
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,12
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,16
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,85
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,0
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,1
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,132
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,293
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,25
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,1
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,0
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,34
2020,Actual Spent,Ministry of Education & Training,Director General Directorate,58
2020,Actual Spent,Ministry of Education & Training,Education Service Directorate,167
2020,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,76
2020,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,4
2020,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,63
2020,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,60
